variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
hosp_other,,string,63bddc672bdd7b76385ae1f5c9e8855d76c3767f0890add108c95f6ab492c666335cd8ae5624410df5ae163c4ec95c792589b2a4bff686e712758f5ccec8f93d,Hospitalization Survey,1,Please specify the main reason for your hospitalization.,true,String,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"hospitalization,main reason"
hospitalized,,string,9a6f3880d225b65cb0eaec3addf8362b5944dd84d288f4b66579105dd9c8d3eb2618fc510afd0b4e700f41e67b1996851ada558e66b7b0702a4fc74abbc7c197,,,"Were you hospitalized as a consequence of this flu or flu-like illness?Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor’s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.__Response",,"['No', nan, 'Yes']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"consequence,flu,emergency room,er,inpatient hospital"
hospitalized,,string,c5bd9d8655139f4c5e2afddd7a6fb98336ddda05ce208627028f13e377eeae38ce536bfbd27636b70e705eb6f3436bf6790683f2c74e8b10a9c9da5688e1490c,,,Were you hospitalized in the past 24 hours as a result of your symptoms?,,"[nan, 'No', 'Yes but I have been discharged from the hospital', 'Yes and I am currently in the hospital']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"result,symptom,hour"
household,,integer,5fcf3a45476dc3e440a098e9d741b489769acede1c99596b1af6cd0da11feccb1ffb21bcd3d1ec6a535ecbac897ffe289ba0e0772408783b3ae1377730f4a96a,Monthly COVID-19 Citizen Science Survey,4,"What is the number of individuals who, during the past month, normally live in your household?",true,|people,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,"past month,number,individual,household"
household,,integer,d11ca1e0626c05eef9807ceca22e6dfed9f36c938e44375ee39f5437f392e84af673f226ec9f88caa4458b3f489deee695918d682d9949d5a2af49ce005617c3,Baseline Survey,7,"What is the number of individuals who, during the past month, normally live in your household. This would include yourself, as well as any other adults and children. Make sure to include family members as well as people who are not related to you. This would also include people who normally live in your household, but who are away travelling temporarily.",true,Integer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"people,adult,family member,household,individual"
household_congregate_3,https://loinc.org/sars-cov-2-and-covid-19/  HHS/CDC COVID Lab Reporting Specification request,,80811c94a4fdd3683a6070b06ae24e35da93718f1092aadb4761a4e00785ea04fefc53087ad34f72bb5c2b6beb7b53dad6c8fa26caa54fa04feef4b0e6eb0120,,,Do you live in any of these?,,"1, A group care setting | 2, Nursing home | 3, Residential care facility for people with intellectual and developmental disabilities | 4, A psychiatric treatment facility | 5, A group home  | 6, A board and care home | 7, Prison or jail | 8, A halfway house  | 9, Foster care |10, Homeless or in no consistent shelter| 90, Somewhere else | 99, Prefer not to answer",,,,,,,housing_employment_and_insurance,,,Housing,radio,,,,,[household_homeless] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"cdc covid lab,hhs,specification request"
household_famgen_3," @NONEOFTHEABOVE = '90'|||Recommendation from RADx-UP projects.  Update, added roommates as an option",,088abdfec7b6f8eb0639df7814d4be8026c56e8234bb12688135664a07410d83eb68c68edf7d1a8d711642d13256e81ddee989b57b842b268b3a31ddc29c1274,,,What best describes the people at your home:,,"1, Just me | 2, Living with spouse, no kids | 3, Family including kids | 4, Family with 3 generations (parents, children, grandchildren) | 5, Family with 4 generations | 6, Living with roommates| 90, None of these | 99, Prefer not to answer",,,,,,,housing_employment_and_insurance,,,Housing,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,people,project,option,update,roommate,home"
household_homeless,Recommendation from RADx-UP projects,,0a1889ad8d2f2563c6cb02eb2e56f275e6491737960bd58cd0b04a566694f89d164867177da260eee489c35b78bced18dce68e63673dbb7ddaff3b397dc156a3,,,"Are you currently living in transitional housing, staying in a shelter, or experiencing homelessness?",,"1, Yes | 0, No | 98, Prefer not to answer | 99, Don't know",,,,,,,housing_employment_and_insurance,,,Housing,radio,,,,,[household_famgen_3] = '90',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,project,shelter,transitional housing,recommendation,homelessness"
household_isolate,,,fc8d12343b739507e9c8524c877854b5b8ecf7b1e60ebb1ccdf99a6e851cf175032ed550519db56b0c78559b5cd99a50f91bd3d7abc6932b31614eaa384dee9d,,,"If it were necessary, could a member of your household isolate themselves from the rest of your household due to suspected COVID-19 infection for as long as needed? (To effectively isolate during a COVID-19 infection, the infected family member would need to stay in a specific ""sickroom"" away from other people or animals and, if possible, use a separate bathroom.)",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_parent_guard,,,"For each of the following, state whether it is very likely, likely, neither likely nor unlikely, unlikely, or very unlikely that people in your neighborhood would act in the following manner.",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"people,family member,household,separate bathroom,sickroom"
household_members__0_to_4_had_flu,,float,093bfec1e8a4c68853ba06e39788d8a4b85ad493708d45ee254a05caadd93cc6665b038391ed943cbbaeac4e4478a15c268518d1b2620fc5fc687ca58ecab3aa,,,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 0-4 years old experiencing flu-like symptoms",,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"household member,flu season,flu,age group"
household_members__18_to_49_had_flu,,float,bf8510709710ca485c2822b3cc167fecbeb0553842af453dd683c8ac4d91cc45215f89e1f6d1cd8d0434144915ce591eb86c3c4dc3621011b1fd4933c82252bb,,,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 18-49 years old experiencing flu-like symptoms",,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"household member,flu season,flu,age group"
household_members__50_to_64_had_flu,,float,d93e9ba0fbba55f551b5628cac5ce744ec27f8dc1853951b89fe9361c936af057d5f16b3e1ccb16351f2b92b11f60c78838fddb566e2a5842bc8a295b5702cc9,,,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 50-64 years old experiencing flu-like symptoms",,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"household member,flu season,flu,age group"
household_members__5_to_17_had_flu,,float,f7061dd387d90747c385d3cba4c67ee6f14b38ad2243fd43cacc755c6d046b29aa3b5cbe5b344d52a37997f146f30704242176182dcc7f6e3d88c17ff4c3dcaa,,,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 5-17 years old experiencing flu-like symptoms",,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"household member,flu season,flu,age group"
household_members__65_plus_had_flu,,float,f51d23ffd58ca79439e5bbe6bbfc0a664bd72df930699437169144bfc9d7d7f7c48872af8865cd3d91c0c89ca5160c4a8922bb09561b341afa72c283a42bb42f,,,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 65+ years old experiencing flu-like symptoms",,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"household member,flu season,flu,age group"
household_members__covid_diagnosis,,string,baf9bf163e413ec8e475dfc15024a8b6c23cefabc6d98ffbed15d64876a0902a1836404fab985cae9d2035a5d6bd2987c1e7efd0835ee22a8c3b0d91da787808,,,Have any members of your household been diagnosed with coronavirus disease (also known as COVID-19)?__Response,,"[nan, 'No', 'Yes']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"coronavirus disease,member,household"
household_members__had_flu,,string,7bf5d2c1888e45d56ee72b09f7a658aba932d5e72b58dcda1f84afeeeb24bc0c7bca9b79c537eeb1afc5ec325aa4459cb4d0691b852f754e4d6da1e5867e6881,,,Have any members of your household (other than yourself) experienced flu-like symptoms this flu season?__Response,,"['No', 'Yes', 'I live alone', nan]",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"flu,like symptom,member,household"
household_members__n,,string,a4e296dc3b979ba3c80b88ad8b5291b259973cd10e39d4bb8f885bb22a365af18180150a66e252217f39dc7f1c9ef529ae67bd81f972232172d93852b10350cc,,,How many people (other than yourself) live in your household?__Response,,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,people
household_other,,,66b01b586477243671b4441a1d878ab2b601e5432aba857ab4a23867b6162177640dfb8235d97f61aa86f738cf04d7f2eac083aefa7faa09ecd07eb230281558,,,Where do you stay/live?,,,,,,,,,housing_employment_and_insurance,,,Housing,text,,,,,[household_congregate_3] = '90',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,
household_size,Number of people in the household of participant,categorical,d0e736ae4b9611a0349be24b77200dceda1115cf59598123a2642412894e957a190662ebc68d378963ee05c8231ed2ebd823416a93cd5ca07c15f08ea563da71,,,"""How many people live in your household, including yourself?""",,1; 2; 3; 4; 5 or more,,,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,people,number,household"
household_sx_past_24_hrs,,select one,0072262ea6cc2ad056a0a682043e1bf5405c032729a87657b4d94a7b06ba5576f979eda4c24ddd64086a840e0b9e5753002ac1f2a64cd36ec3d74a0f76b7e92c,Daily COVID-19 Citizen Science Survey 12,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 12.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,068d205775210a5982e909eb19b28024aa2f3b9847d25ba54cec481f074c5dc86b98047b1ee9e09bf6e454ef55a1b4ed60de9658c754b3600bfe568797c4751a,Daily COVID-19 Citizen Science Survey 18,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 18.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,1a1ed59ecf91cc5c0ea344637bc731dddd468f5aa827ff623bd35e398d41cad5edda9a3fc5ef1cf07c8ac45a32ae3ceff4518c9e661fbc397650688975a7461b,Daily COVID-19 Citizen Science Survey 27,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 27.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,1d016ac2efa146146216c6dbf3c6e7809c6d7a94f7bbd0df04b6473e5149b8a3b62479685f7a11ccf559d508a4e9984c082d71b6e97e82dd1a0a60b6f513b685,Daily COVID-19 Citizen Science Survey 15,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 15.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,2207763ba3956de88bccf51ff5006308986484d78d81752ad2d61ee15ab04f7d3256bd6a431c8dd8e2478c7179c8f4951328b73bc20a961c489e1d4df64edd2c,Daily COVID-19 Citizen Science Survey 25,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 25.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,282edb21d2b272a9ef01345032cacc6327df1cabfca50d6cd4e1ed261c00f87e4a7f7cfa3f185c57bfcd1cc2d5b49e897427edd91d7b69bdb5cc96ebb5599bec,Daily COVID-19 Citizen Science Survey 14,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 14.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,2d590e469cebf30950200be235e5b37e2a10f5c47c914d19b3f36bf0e979cd87ca9e07dadc1a40e7fad17c81cc0b4acac470a2ee71a59d8265cc784cba1dcc68,Daily COVID-19 Citizen Science Survey 11,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 11.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,357d54f083c828d0449ef96da16d97e315c5aaac226fe560ed4be72713ed0124bcedd6dfd90925710d744934bfb2fed4b71ca1eb7bb845ebdb4cc5a64cb97ef6,Daily COVID-19 Citizen Science Survey 7,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 7.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,3633fc79c4f74527732d7141d3dc0f070fd0c0f461d893de1d7fc2c899f8502da05e926bf0de2f8d85de8735f1068b1a0ab476a20d0465e4c53cd7bad80370ff,Daily COVID-19 Citizen Science Survey 16,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 16.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,36a64fa4a98c6761856fb68d88119ea17697e620684aee999b7b3471915874bac60fe2b361bf64999a4a0b005757cf5e69c6a575ff161f572d83599d6e30f35c,Daily COVID-19 Citizen Science Survey 21,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 21.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,3a164b7e2201f481fa6c80f82814cd3060ce95824624372bdbd428dc384a357a906f0e8fc8163b9e42d189e5247ee1bf13641a1cd33749d061f25170d9eba73b,Daily COVID-19 Citizen Science Survey 26,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 26.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,466be8f5641ead47465c008a8fa47e4897ceb6e6669ff3d65f52c66f32b552f180cef1f392c9e74fe8e81c15a0b871ff6b4efac101505918b0a103059fd10af3,Daily COVID-19 Citizen Science Survey 2,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,475becd675047189846decefa4e6d0dc328d48572c10a05b1d3ed3b67f39461b52c107e9c972c42eefcecdbe21629e338fd7d5ee45896eece5950342ebcfe558,Daily COVID-19 Citizen Science Survey 6,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 6.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,61b9243a633a6a3ef718be32cbafe820a852fc3effc1dfc2271c4db374860ae34a7127e656cd9b10736df981d891d57e6109dd4c205ec25147d6a13e808784cf,Daily COVID-19 Citizen Science Survey 4,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,7b601e855914bfede654a8e01cffa7ca7c01fc1a535f4034c76c7a6869ed1e8dd0edc6ac2b19f674ce72909ee3924ff42754fa2ed0ac0426185a8f935fcdc535,Daily COVID-19 Citizen Science Survey 20,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 20.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
household_sx_past_24_hrs,,select one,9127f610a67321a839f4015768ba3e2a2c360445230ff3bf3ac8a33bee605c1f098753acabd97a8c34ec8185c4af219a995e7af722ec61ee1fb7c953ef1f29fe,Daily COVID-19 Citizen Science Survey 5,7,"IN THE PAST 24 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms? (scratchy/sore throat, cough, runny nose, fevers/chills/high temperature, muscle aches, nausea/vomiting/diarrhea, shortness of breath, unable to taste or smell, red or painful eyes)",true,Yes;No;Not sure,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Daily COVID-19 Citizen Science Survey 5.csv,RADx-DHT,"fever,symptom,runny nose,nausea,sore throat"
