variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,DHT Prompt,DHT Variable,DHT Response Options,Merged Variable 1: Prompt,Merged Variable 1: Respone Options,Merged Variable 1: Variable,Merged Variable 2: Prompt,Merged Variable 2: Respone Options,Merged Variable 2: Variable,Merged Variable 3: Prompt,Merged Variable 3: Respone Options,Merged Variable 3: Variable,Merged Variable 4: Prompt,Merged Variable 4: Respone Options,Merged Variable 4: Variable,RADx-TECH Prompt,RADx-TECH Variable,RADx-TECH Response Options,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,RADx-UP Prompt,RADx-UP Variable,RADx-UP Reponse Options,CDE Reference,RADx-rad Prompt,RADx-rad Variable,RADx-rad Response Options,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
quant_stan_type,,,350cf5b2492093fa0ca30b044f169e3b4e6b0499b798e0a66ad782b39f33688095365b492bbb5530575fc5080b80065b20284f4bb9000b3c5dd47c3e9048a44a,,,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,,DNA | RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"standard,nucleic acid,sar,type",group77,"8eb6b1,1.0"
wwtp_jurisdiction,,,9350fbef23248957784e6228f595ef94208f8579b3cf568bf8d9e4334bad0b8279b4484218d7661767a270709450636a3f81484bf5e33c52eb8df1801f800315,,,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",,"AL, Alabama | AK, Alaska | AS, American Samoa | AZ, Arizona | AR, Arkansas | CA, California | CI, Chicago, IL | CO, Colorado | MP, Commonwealth of Northern Mariana Islands | CT, Connecticut | DE, Delaware | DC, District of Columbia | FM, Federated States of Micronesia | FL, Florida | GA, Georgia | GU, Guam | HI, Hawaii | HO, Houston, TX | ID, Idaho | IL, Illinois | IN, Indiana | IA, Iowa | KS, Kansas | KY, Kentucky | LC, Los Angeles County, CA | LA, Louisiana | ME, Maine | MD, Maryland | MA, Massachusetts | MI, Michigan | MN, Minnesota | MS, Mississippi | MO, Missouri | MT, Montana | NE, Nebraska | NV, Nevada | NH, New Hampshire | NJ, New Jersey | NM, New Mexico | NY, New York | NZ, New York City, NY | NC, North Carolina | ND, North Dakota | OH, Ohio | OK, Oklahoma | OR, Oregon | PA, Pennsylvania | PH, Philadelphia, PA | PR, Puerto Rico | MH, Republic of the Marshall Islands | PW, Republic of Palau | RI, Rhode Island | SC, South Carolina | SD, South Dakota | TN, Tennessee | TX, Texas | VI, U.S. Virgin Islands | UT, Utah | VT, Vermont | VA, Virginia | WA, Washington | WV, West Virginia | WI, Wisconsin | WY, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,,WWTP,radio,,,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"wastewater treatment plant,territory,freely associate state jurisdiction,letter abbreviation,state",group78,"a424e6,1.0"
wwtp_jurisdiction,"State, DC, US territory, or Freely Associated State jurisdiction name (2-letter abbreviation) in which the wastewater treatment plant provided in 'wwtp_name' is located",category,621cea831f49f247e467459777825e1e640af9ac05db73e6e9cb1c6ab00e1ae0350894ffcb3668f6f00ac7d2d18fc9c36d7b41a6e1939d7983bc5a1988a424e6,,,,required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"wastewater treatment plant,territory,freely associate state jurisdiction,letter abbreviation,state",group78,"800315,1.0"
nih_age,,,d1a11a4e967f0348eaf6e405e76685984ef55217667ec36b4326af3d3519de033e04afaf1ab04192371790df2c336fd9fe7fc32539a342b4f19058cd635b107c,,,What is your age?,,"text;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Age,,,,,,,,,,,,,,,,,,,Years,,,,,,,,,,"""Age For babies less than 1 year old, do not write the age in months. Write 0 as the age.""",age_yrs,integer,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,age,group79,"4407f3,1.0;621421,1.0;d9df87,1.0;550703,1.0;f7c4a2,1.0"
age,,,ce36f26df9b74ffe9b34f110509b8cf79fd920909bf5b3803cc73f58bb64eea799641d318b8209e1df052e09cc9ad85d698c2da81206d0b431d64d5f2a4407f3,,,What is your age?,,,,,,,,,form_1,,,,,,,,,,,,,,,,,,,,,Age,text,"Age in years. For babies less than 1 year old, write 0 as the age",integer,0,120,,,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,age,group79,"5b107c,1.0;621421,1.0;f7c4a2,1.0"
nih_age,,,2ba0eb81f4a2fea0d7256dc63da07da381fac57da4a2fa2c91f4184c149e17f85d23cf4a4c8572640ca8dfa6f7d7c4c25588fc1143d13b68b19e672c51621421,,,What is your age?,,"text;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Age,,,,,,,,,,,,,,,,Age,age_at_registration,BEST,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,age,group79,"5b107c,1.0;4407f3,1.0;d9df87,1.0;550703,1.0;f7c4a2,1.0"
nih_age,,,9269d6eef663d686c6f5a45618d3baa8aab92b7e44226dc6035e2f711b4210ce29a7e8b09ff6202fa8b7fab621eafc66a445514b65e7745b04b9fcb2d8d9df87,,,What is your age?,,"text;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Age,,,,,,,,,,,,,,,,,,,"Age in years. For babies less than 1 year old, write 0 as the age",,,,,,,,,,,,,,What is your age?,age,text,,,RADx-rad-global-code-book.csv,RADx-rad,age,group79,"5b107c,1.0;621421,1.0;f7c4a2,1.0"
age,,,8dfff4d453558bc36635087e1e8a2b96bd494d00388f26c7734fdf0bb81544afa032638da2e72be2b0011f3d329c96afcae70e8cada0520be1f5b45941550703,,,What is your age?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Age,integer,"Age in years. For babies less than 1 year old, write 0 as the age",,0,90,,,,,,,RADx-rad Minimum CDE,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,age,group79,"5b107c,1.0;621421,1.0;f7c4a2,1.0"
nih_age,,,b38663bcbbba3fe5ce77f4e486abe1f25d81a6aae8780d41ebefecbbb1fbaa1eea06fc1d602c34a3e1b5a0003e937384688fdcb9ba080d1b7f15751307f7c4a2,,,What is your age?,,"text;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Age,What is your age?,dht_age,Age in years; de-identification per RADx guideline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,age,group79,"5b107c,1.0;4407f3,1.0;621421,1.0;d9df87,1.0;550703,1.0"
covid_test_name,,,61b6d91b00c312757a254aceb99eb294f1c0a60271f062662928dbadde7aea04598edfa9469a7cb732ac3a4dc6ae8a720946a7411e7586ed244fa73a8e45cd7d,,,Test manufacturer (or LDT) and test name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covid Testing,text,,,,,,,,,,,RADx-UP Testing Core,,,,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"test manufacturer,ldt,test",group80,"1ef92f,0.88"
covid_test_name,From RADx-UP Testing Core,,82aa16645cd726959b4caa970eaf715fdb25b3e4aee27696fa26ed83c543f95025aa0c4bc7606e8a969c440b410063da433db3acc8fba08db4e552a6421ef92f,,,Test manufacturer (or LDT) and test name,,,,,,,,,covid_test,,,,,,,,,,,,,,,,,,,,,Accessibility to testing,text,,,,,,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"ldt,radx,test",group80,"45cd7d,0.88"
health_status,,,221df2d4e043cf1fbaf5c6a7edd67c2c4f1cca5886483901d33f884f414447eeb4bf74ecbd86ee5d96da5c78149ce7f74a24514cf2f5a18d930f465173a65796,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,form_1,,,,,,,,,,,,,,,,,,,,,Health status,radio,,,,,,,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,health,group81,"e2a55a,0.9;711333,1.0;994b60,1.0;189531,1.0"
health,self rated health status,radio,d619a746d453b2fb96a929b895b2ff6a1e1f0d3277745be691c73bc2fb29c8a36f195526ecb920e8f78988ab676c790b4d61e6a97d3bac90b55a93e21de2a55a,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 7, Refused | 9, Don't know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"health,health status,self",group81,"a65796,0.9;711333,0.9;fbb0c4,0.9;994b60,0.9;91d37f,0.9"
nih_health_status,,,f42cfe588a2a07b8d59cabbaa86aa73146318e507ab6a84a087ce661a18e07c7384a39fdd7a71c05d1adf7e12ba6abf86c81eabf5e959c42412589a06b711333,,,"Would you say that (your) health in general is excellent, very good, good, fair, or poor?",,"0, Excellent;1,Very Good;2,Good;3,Fair;4,Poor;98,Don't know;99,Prefer not to state;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Health Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,health,group81,"a65796,1.0;e2a55a,0.9;fbb0c4,1.0;994b60,1.0;91d37f,1.0;189531,1.0"
health_status,,,54bb744424128023e4dd4968bcd7c10a6132569e8b0fc597fe2aa44c0b35b356a48fb2026d8ff98369cef6711f71f98c1c31ddbbed8ad081ea06264475fbb0c4,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Status,radio,,,,,,,,,,,RADx-rad Minimum CDE,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,health,group81,"e2a55a,0.9;711333,1.0;994b60,1.0;189531,1.0"
nih_health_status,,,5ebdf20c6ce10d28de96e26e1a23e0d46f3489bee386765e9b3042ebd4c988f9254f035aacbfb0e42fe2d82f8f39f74e65e071249b120d95c287dbef70994b60,,,"Would you say that (your) health in general is excellent, very good, good, fair, or poor?",,"0, Excellent;1,Very Good;2,Good;3,Fair;4,Poor;98,Don't know;99,Prefer not to state;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Health Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Would you say your health in general is excellent, very good, good, fair, or poor?",self_reported_health_status_assessment,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 99, Prefer not to answer| 98, Don't know",,,,,,,RADx-UP-global-code-book.csv,RADx-UP,health,group81,"a65796,1.0;e2a55a,0.9;711333,1.0;fbb0c4,1.0;91d37f,1.0;189531,1.0"
nih_health_status,,,b16fd0a1d39320fa18a63ac24a5c20acee39c1c5e9e116d1a3dddbfc55dc054a08a6f7f9a6929c683775e0ad6ad839a8ed2d43a476a5d2d8cfbf827b4391d37f,,,"Would you say that (your) health in general is excellent, very good, good, fair, or poor?",,"0, Excellent;1,Very Good;2,Good;3,Fair;4,Poor;98,Don't know;99,Prefer not to state;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Health Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Would you say that (your) health in general is excellent, very good, good, fair or poor?",health_status,"1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,RADx-rad-global-code-book.csv,RADx-rad,health,group81,"e2a55a,0.9;711333,1.0;994b60,1.0;189531,1.0"
nih_health_status,,,7c529840645c9b835e96245a95040918b544e4e26785aa99691f5ae2e79d67dd7c905a61c83aed6a0a46b4692bd79ced0b8b7d29d02e49a43c85738c68189531,,,"Would you say that (your) health in general is excellent, very good, good, fair, or poor?",,"0, Excellent;1,Very Good;2,Good;3,Fair;4,Poor;98,Don't know;99,Prefer not to state;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Health Status,Self-report health status,dht_health_status,"1,Excellent;2,Very Good;3,Good;4,Fair;5,Poor;98,Don't know;99,Prefer not to state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,health,group81,"a65796,1.0;711333,1.0;fbb0c4,1.0;994b60,1.0;91d37f,1.0"
nih_cancer_past_yr,,,789c3d0939a2373d5128cddfab4ef64509d2d964faa72d62df6e35f89a96244e14d0cf5d54572f08b23d6e75c72e6bfef7f91207574b916be73262b36fa5f2ec,,,Cancer diagnosis and/or treatment within the past 12 months,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,"treatment,cancer diagnosis,month",group82,"3978fe,1.0;64aaa1,1.0;470d72,1.0;10dc6c,0.8"
nih_cancer_past_yr,,,c76f00aebd66bb7a10067cfbd8047e85dcd1127a699d9c81f5ddfcbab28a4de12c49e14bb423164bf934ac8c4129596b399422add7b1931bffda20ce053978fe,,,Cancer diagnosis and/or treatment within the past 12 months,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer diagnosis and/or treatment within the past 12 months,cc_cancer,"1, Yes | 0, No",,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"treatment,cancer diagnosis,month",group82,"a5f2ec,1.0;64aaa1,1.0;470d72,1.0"
nih_cancer_past_yr,,,0eb37a70a4c430afcb5f45abcb396892c11e7fefb35efce66d98057aa0cbd7537a8db2c0044788602a21fb600addfab80ce60ed2a60e196fd1a2bd325e64aaa1,,,Cancer diagnosis and/or treatment within the past 12 months,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"treatment,cancer diagnosis,month",group82,"a5f2ec,1.0;3978fe,1.0;470d72,1.0;10dc6c,0.8"
